Martial Status,Sex,Year,Age,Education,Job,Skill Level,Area Type,Type of unemployment
Married,Female,2009,32,NaN,Doctor,NaN,Rural,Don't have a job
Married,Female,2010,26,Basic,Car driver,No skill,National,Don't have a job
NaN,Female,2004,65,Advanced,Teacher,medium,National,Don't have a job
Single,Male,2016,25,Basic,Banker,medium,Rural,Have a job
Single,Male,2002,58,Basic,Artist,NaN,National,Don't have a job
Married,Both,2004,30,Advanced,Architect,NaN,National,Have a job
NaN,Both,2006,50,Advanced,IT Developer,No skill,Rural,Don't have a job
Single,Female,2011,52,Less than basic,Banker,medium,Urban,Have a job
Divorced of separated legally,Male,2004,54,NaN,Artist,low,Urban,Have a job
Divorced of separated legally,Male,2018,29,Advanced,Architect,medium,National,Don't have a job
NaN,Male,2006,24,NaN,Car driver,medium,Rural,Have a job
NaN,Male,2001,38,Intermediate,Teacher,low,Urban,Don't have a job
NaN,Female,2014,41,Intermediate,Artist,No skill,Rural,Don't have a job
Divorced of separated legally,Male,2018,30,NaN,Car driver,medium,National,Have a job
Divorced of separated legally,Male,2008,51,Basic,Teacher,low,Urban,Don't have a job
Single,Both,2011,29,Basic,Banker,medium,National,Have a job
Single,Both,2015,31,Basic,Car driver,advanced,Rural,Have a job
NaN,Both,2000,24,NaN,Doctor,low,National,Have a job
Married,Female,2016,23,Intermediate,Banker,advanced,Rural,Have a job
Divorced of separated legally,Male,2018,47,Advanced,Artist,No skill,National,Don't have a job
Widowed,Male,2018,16,Basic,Artist,low,Rural,Have a job
Single,Both,2020,21,Intermediate,Doctor,low,National,Have a job
Divorced of separated legally,Male,2009,52,Intermediate,Teacher,medium,Urban,Have a job
NaN,Female,2017,35,Basic,Banker,No skill,National,Have a job
NaN,Both,2018,31,Advanced,Artist,advanced,Urban,Have a job
NaN,Female,2023,34,Advanced,Teacher,medium,Urban,Have a job
Single,Female,2005,25,Advanced,Doctor,low,National,Don't have a job
Widowed,Male,2015,15,Advanced,Artist,NaN,Urban,Don't have a job
NaN,Male,2021,17,Intermediate,Architect,medium,Rural,Have a job
Widowed,Male,2021,40,Intermediate,Car driver,No skill,Rural,Don't have a job
Widowed,Male,2017,61,Intermediate,Banker,No skill,Urban,Have a job
Divorced of separated legally,Male,2014,60,NaN,Architect,low,National,Have a job
Divorced of separated legally,Male,2021,31,Advanced,Car driver,low,Rural,Have a job
NaN,Male,2004,49,Basic,IT Developer,low,National,Don't have a job
NaN,Both,2006,15,NaN,Architect,NaN,Urban,Don't have a job
Divorced of separated legally,Male,2020,31,NaN,Architect,medium,Rural,Don't have a job
Widowed,Female,2003,63,Basic,IT Developer,advanced,National,Have a job
NaN,Male,2023,34,Advanced,Car driver,advanced,Rural,Have a job
Single,Both,2022,27,Basic,Architect,No skill,Urban,Have a job
Married,Female,2008,49,Less than basic,IT Developer,medium,National,Don't have a job
Married,Male,2020,44,NaN,Car driver,low,National,Have a job
Widowed,Both,2000,20,NaN,Banker,medium,National,Have a job
Married,Both,2022,63,Less than basic,Car driver,NaN,Urban,Have a job
Single,Female,2014,54,Basic,Accountant,No skill,Urban,Have a job
Divorced of separated legally,Female,2008,52,NaN,Doctor,low,Urban,Don't have a job
Widowed,Both,2011,19,Intermediate,Car driver,medium,Rural,Have a job
Single,Both,2015,51,Basic,Accountant,advanced,Rural,Have a job
NaN,Both,2016,52,Advanced,Car driver,No skill,Rural,Have a job
NaN,Male,2009,22,Intermediate,Accountant,NaN,Urban,Don't have a job
Widowed,Female,2012,35,Basic,Accountant,advanced,Rural,Don't have a job
Married,Both,2004,36,Advanced,Car driver,No skill,Urban,Have a job
Single,Male,2014,36,Basic,Artist,No skill,National,Have a job
NaN,Female,2001,31,Intermediate,Doctor,No skill,Rural,Don't have a job
NaN,Female,2007,63,Less than basic,Teacher,NaN,National,Have a job
Married,Male,2010,39,Advanced,Teacher,No skill,Rural,Have a job
Married,Male,2022,37,Less than basic,Artist,advanced,Urban,Have a job
Married,Both,2009,55,NaN,Doctor,No skill,Urban,Don't have a job
Single,Both,2023,33,Less than basic,Architect,medium,Rural,Don't have a job
Married,Female,2015,38,Less than basic,IT Developer,low,National,Have a job
Married,Female,2003,63,Less than basic,Teacher,medium,National,Have a job
Married,Male,2018,27,NaN,Banker,advanced,Rural,Don't have a job
Widowed,Female,2023,57,Basic,IT Developer,NaN,National,Have a job
Divorced of separated legally,Male,2019,47,NaN,Teacher,advanced,Rural,Have a job
NaN,Both,2022,15,NaN,Artist,No skill,National,Don't have a job
Widowed,Female,2023,49,Intermediate,Teacher,medium,National,Don't have a job
Married,Female,2011,25,Less than basic,Teacher,NaN,Urban,Don't have a job
Single,Male,2018,26,Intermediate,Teacher,low,Rural,Have a job
Married,Male,2008,31,NaN,IT Developer,advanced,National,Don't have a job
Divorced of separated legally,Female,2005,40,Intermediate,IT Developer,low,Urban,Don't have a job
Married,Female,2006,51,Advanced,Doctor,medium,National,Have a job
NaN,Male,2016,38,Advanced,Teacher,advanced,National,Don't have a job
NaN,Male,2015,34,NaN,Teacher,No skill,Rural,Don't have a job
NaN,Male,2016,15,Intermediate,Accountant,medium,Rural,Have a job
Divorced of separated legally,Both,2020,36,Advanced,Car driver,No skill,Urban,Have a job
Married,Male,2017,38,Advanced,Doctor,medium,Urban,Have a job
Single,Both,2020,53,Intermediate,Architect,No skill,Urban,Have a job
Widowed,Male,2013,40,Advanced,IT Developer,low,National,Have a job
Divorced of separated legally,Female,2017,22,Advanced,Accountant,No skill,Rural,Have a job
Married,Both,2012,21,Basic,IT Developer,advanced,Rural,Don't have a job
Single,Both,2016,41,Basic,Accountant,medium,National,Don't have a job
Divorced of separated legally,Female,2013,39,Basic,Architect,NaN,Rural,Don't have a job
NaN,Male,2012,15,Basic,Doctor,medium,Urban,Don't have a job
Divorced of separated legally,Male,2002,19,NaN,Accountant,low,National,Have a job
Married,Female,2009,26,Basic,Accountant,low,National,Have a job
Married,Both,2018,50,Intermediate,Accountant,advanced,Urban,Have a job
NaN,Female,2006,52,NaN,Architect,advanced,Urban,Have a job
NaN,Male,2023,61,NaN,Accountant,low,Rural,Don't have a job
Divorced of separated legally,Both,2003,30,Advanced,Artist,NaN,Urban,Don't have a job
Widowed,Both,2000,28,Intermediate,Banker,NaN,Urban,Have a job
Single,Both,2020,57,Intermediate,Banker,NaN,Urban,Don't have a job
Widowed,Male,2014,23,Advanced,Teacher,advanced,Urban,Have a job
Divorced of separated legally,Both,2012,25,Less than basic,Car driver,No skill,Rural,Don't have a job
Divorced of separated legally,Female,2015,53,Basic,Car driver,No skill,Rural,Don't have a job
Widowed,Female,2012,18,NaN,Accountant,low,National,Don't have a job
Divorced of separated legally,Male,2002,29,Less than basic,IT Developer,advanced,Urban,Don't have a job
Divorced of separated legally,Male,2002,27,Intermediate,Accountant,NaN,Urban,Have a job
Married,Both,2003,62,NaN,Accountant,medium,Urban,Have a job
Single,Male,2011,64,Advanced,IT Developer,NaN,National,Don't have a job
Divorced of separated legally,Both,2003,64,NaN,Artist,medium,Urban,Don't have a job
Divorced of separated legally,Both,2019,59,Basic,Banker,No skill,National,Don't have a job
Married,Female,2014,24,Less than basic,Car driver,advanced,National,Have a job
NaN,Male,2016,24,Advanced,Car driver,advanced,Rural,Don't have a job
Single,Female,2018,35,Intermediate,Teacher,medium,National,Don't have a job
Divorced of separated legally,Female,2010,24,Less than basic,Accountant,low,Rural,Have a job
Married,Female,2009,48,NaN,Teacher,advanced,Rural,Have a job
Married,Both,2009,27,Advanced,Banker,advanced,Rural,Have a job
Married,Male,2005,57,Intermediate,Car driver,NaN,Urban,Have a job
Single,Female,2007,32,Less than basic,Car driver,low,Rural,Don't have a job
NaN,Female,2004,15,Intermediate,Doctor,advanced,Rural,Don't have a job
Married,Male,2006,48,NaN,Architect,advanced,Urban,Have a job
Divorced of separated legally,Both,2014,37,NaN,Artist,medium,Rural,Don't have a job
Divorced of separated legally,Both,2008,53,NaN,Architect,NaN,National,Have a job
Married,Female,2012,40,Intermediate,Accountant,medium,Rural,Have a job
NaN,Both,2018,29,Intermediate,Car driver,medium,Rural,Don't have a job
Married,Female,2021,58,Advanced,IT Developer,NaN,National,Don't have a job
Divorced of separated legally,Male,2016,63,Basic,IT Developer,medium,Rural,Don't have a job
Widowed,Male,2019,32,Advanced,IT Developer,advanced,National,Have a job
Widowed,Both,2008,27,Less than basic,Banker,No skill,National,Don't have a job
Divorced of separated legally,Male,2018,19,Basic,IT Developer,low,Rural,Don't have a job
Widowed,Male,2022,18,Less than basic,IT Developer,NaN,Rural,Don't have a job
NaN,Female,2017,45,Less than basic,Teacher,No skill,Urban,Have a job
Divorced of separated legally,Both,2019,39,Advanced,Accountant,NaN,Urban,Have a job
NaN,Male,2000,24,Intermediate,Car driver,medium,Rural,Have a job
Single,Male,2007,50,Advanced,Accountant,NaN,National,Have a job
Widowed,Female,2015,26,NaN,Accountant,NaN,Rural,Don't have a job
Married,Male,2000,16,Intermediate,Banker,low,National,Have a job
NaN,Both,2006,63,Less than basic,Accountant,NaN,Rural,Don't have a job
Widowed,Female,2003,16,Less than basic,IT Developer,advanced,Urban,Have a job
Married,Male,2005,47,Less than basic,Car driver,NaN,Urban,Don't have a job
NaN,Male,2023,29,Less than basic,IT Developer,medium,National,Have a job
Divorced of separated legally,Male,2013,55,Basic,Artist,No skill,Urban,Don't have a job
Married,Female,2003,16,Intermediate,Doctor,low,Urban,Don't have a job
Married,Male,2014,42,NaN,Doctor,low,Rural,Have a job
NaN,Both,2012,25,Less than basic,Doctor,advanced,Urban,Have a job
Divorced of separated legally,Male,2004,64,Advanced,Artist,No skill,National,Have a job
Widowed,Both,2022,46,Less than basic,Doctor,NaN,Rural,Have a job
Single,Both,2013,51,Basic,Artist,NaN,National,Have a job
Single,Both,2016,64,NaN,IT Developer,low,Urban,Don't have a job
Married,Male,2022,21,Less than basic,Car driver,NaN,Rural,Don't have a job
Divorced of separated legally,Female,2003,65,Less than basic,Architect,No skill,National,Have a job
Divorced of separated legally,Female,2008,61,Less than basic,Artist,No skill,National,Don't have a job
Married,Both,2019,45,Basic,Banker,NaN,Rural,Have a job
Married,Both,2012,56,Less than basic,Architect,advanced,Rural,Have a job
Single,Female,2015,64,Intermediate,IT Developer,NaN,Rural,Have a job
Widowed,Both,2021,36,Intermediate,Doctor,No skill,Urban,Don't have a job
Widowed,Male,2008,63,Intermediate,Car driver,NaN,Rural,Have a job
Widowed,Female,2021,40,Advanced,Accountant,low,National,Have a job
Single,Female,2004,16,Advanced,Architect,No skill,Rural,Have a job
Divorced of separated legally,Female,2004,42,Less than basic,Doctor,medium,Urban,Don't have a job
Married,Female,2012,61,Advanced,Teacher,low,Rural,Have a job
Single,Female,2015,47,Basic,Car driver,advanced,Rural,Have a job
Widowed,Male,2014,47,Less than basic,Car driver,No skill,Rural,Don't have a job
Married,Female,2020,26,NaN,Doctor,medium,Rural,Don't have a job
Single,Both,2000,43,Advanced,IT Developer,low,National,Don't have a job
Single,Both,2000,23,Advanced,Accountant,No skill,Rural,Don't have a job
NaN,Female,2005,17,Less than basic,Doctor,medium,National,Don't have a job
Divorced of separated legally,Both,2004,18,NaN,Car driver,No skill,National,Don't have a job
NaN,Male,2005,45,NaN,Artist,low,Rural,Have a job
Widowed,Male,2008,55,NaN,Banker,No skill,Rural,Don't have a job
NaN,Male,2018,30,Less than basic,Banker,advanced,Rural,Don't have a job
Single,Both,2006,22,Basic,Artist,No skill,Rural,Don't have a job
NaN,Both,2011,53,NaN,Artist,NaN,National,Don't have a job
Single,Female,2019,45,Basic,Car driver,NaN,Urban,Don't have a job
Married,Female,2010,63,NaN,Banker,No skill,Rural,Don't have a job
Divorced of separated legally,Female,2001,54,Intermediate,Artist,NaN,Rural,Don't have a job
Divorced of separated legally,Both,2014,21,Basic,Artist,low,Urban,Don't have a job
NaN,Both,2019,33,Intermediate,Artist,advanced,National,Don't have a job
Widowed,Female,2002,48,Basic,Architect,medium,Rural,Have a job
NaN,Both,2020,16,Basic,Accountant,NaN,National,Don't have a job
Single,Both,2016,17,NaN,Accountant,low,Urban,Have a job
NaN,Both,2013,19,Advanced,Accountant,advanced,Rural,Don't have a job
Married,Both,2009,24,Advanced,Architect,advanced,Rural,Have a job
NaN,Male,2010,47,NaN,Doctor,advanced,Urban,Have a job
NaN,Both,2010,64,Basic,Teacher,advanced,National,Don't have a job
Single,Male,2005,63,Intermediate,Doctor,No skill,Urban,Don't have a job
Married,Female,2018,50,NaN,Accountant,medium,Urban,Don't have a job
NaN,Female,2019,29,Basic,IT Developer,No skill,Urban,Don't have a job
Single,Both,2008,49,Basic,Architect,No skill,Rural,Don't have a job
Divorced of separated legally,Both,2023,25,NaN,Teacher,low,National,Don't have a job
Widowed,Female,2002,25,Less than basic,IT Developer,advanced,Rural,Have a job
Married,Both,2002,48,Basic,Teacher,NaN,Urban,Don't have a job
Widowed,Male,2019,65,Basic,Accountant,No skill,Rural,Don't have a job
NaN,Both,2000,39,Advanced,IT Developer,low,Urban,Don't have a job
Widowed,Female,2001,36,Basic,IT Developer,low,Rural,Don't have a job
Divorced of separated legally,Female,2016,22,Advanced,Car driver,No skill,Rural,Don't have a job
Widowed,Female,2007,47,Advanced,Architect,NaN,Rural,Don't have a job
Single,Male,2009,41,Intermediate,IT Developer,medium,Urban,Don't have a job
Single,Male,2023,20,Intermediate,Doctor,NaN,Urban,Have a job
Married,Male,2016,16,Advanced,Doctor,No skill,National,Have a job
Widowed,Male,2005,45,Advanced,Car driver,low,National,Have a job
Widowed,Female,2013,61,Basic,Doctor,medium,Rural,Don't have a job
NaN,Both,2003,33,Intermediate,Teacher,advanced,Rural,Have a job
Married,Both,2000,38,Basic,Banker,NaN,National,Have a job
Widowed,Female,2006,25,Intermediate,Car driver,NaN,Urban,Don't have a job
Divorced of separated legally,Both,2019,26,Intermediate,Car driver,low,National,Have a job
Married,Both,2000,53,Less than basic,Teacher,NaN,National,Have a job
NaN,Male,2007,40,Less than basic,Car driver,No skill,National,Don't have a job
Married,Both,2001,28,Advanced,Artist,No skill,Rural,Have a job
Widowed,Both,2020,50,Basic,Architect,advanced,National,Don't have a job
Divorced of separated legally,Female,2015,51,Basic,Teacher,No skill,Urban,Don't have a job
Divorced of separated legally,Female,2002,62,Intermediate,Accountant,advanced,Rural,Have a job
Divorced of separated legally,Female,2014,53,Basic,Banker,NaN,Rural,Have a job
Married,Male,2022,16,Basic,IT Developer,low,National,Don't have a job
Widowed,Female,2006,30,Intermediate,Teacher,low,Urban,Have a job
NaN,Both,2013,50,Less than basic,Accountant,low,Urban,Don't have a job
Single,Female,2018,17,NaN,Accountant,medium,Rural,Don't have a job
Widowed,Male,2010,40,Basic,Doctor,low,National,Have a job
Divorced of separated legally,Female,2001,32,Basic,Artist,No skill,Rural,Don't have a job
Married,Female,2021,50,Less than basic,Artist,No skill,National,Have a job
Single,Female,2014,28,Advanced,Artist,low,Urban,Have a job
Single,Male,2014,17,Advanced,IT Developer,advanced,Rural,Have a job
NaN,Male,2019,32,Intermediate,IT Developer,No skill,National,Have a job
Divorced of separated legally,Both,2019,25,Basic,Accountant,low,National,Don't have a job
Single,Female,2014,19,Intermediate,Doctor,NaN,National,Don't have a job
Married,Male,2008,34,Basic,Architect,medium,Rural,Don't have a job
Divorced of separated legally,Female,2012,46,Basic,Car driver,advanced,Urban,Don't have a job
NaN,Female,2005,64,Advanced,Banker,medium,Rural,Don't have a job
Widowed,Male,2000,29,Intermediate,Accountant,No skill,Urban,Have a job
Divorced of separated legally,Both,2016,62,Intermediate,Teacher,No skill,Urban,Have a job
NaN,Female,2006,38,NaN,Artist,NaN,Rural,Don't have a job
Married,Both,2001,20,Less than basic,Artist,low,Urban,Don't have a job
Divorced of separated legally,Both,2012,55,Less than basic,IT Developer,medium,Rural,Have a job
Single,Male,2011,39,Basic,Doctor,advanced,Urban,Have a job
Married,Both,2019,27,Advanced,Doctor,medium,Rural,Have a job
Widowed,Male,2019,32,Less than basic,Architect,advanced,Urban,Have a job
Divorced of separated legally,Male,2011,50,Basic,Architect,advanced,Urban,Don't have a job
Married,Female,2020,22,Intermediate,Accountant,NaN,National,Have a job
Married,Both,2022,16,Intermediate,Teacher,NaN,National,Have a job
Divorced of separated legally,Male,2000,33,Advanced,Doctor,No skill,Urban,Don't have a job
NaN,Female,2006,38,Advanced,Artist,medium,National,Don't have a job
Divorced of separated legally,Male,2007,25,Advanced,IT Developer,NaN,Urban,Don't have a job
NaN,Both,2000,23,Intermediate,Car driver,advanced,Urban,Have a job
